#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
    5045      21.7372       1.8806       0.0000       1.7984       1.8435       1.9031       1.9438       1.8594     201.9467
    5046      21.7968       1.8391       0.0000       1.8377       1.8070       1.8507       1.9110       1.8069     192.3971
    5047      21.7276       1.8996       0.0000       1.9992       1.8771       1.9283       1.9721       1.8811     196.3207
    5048      21.7489       2.0114       0.0000       1.8315       1.9229       1.9752       2.0314       1.9193     199.3025
    5049      21.6283       1.9787       0.0000       1.8415       1.7965       1.8493       1.9147       1.7945     193.6522
    5050      21.6882       2.0430       0.0000       1.9306       1.9563       2.0113       2.0589       1.9611     194.3029
    5051      21.7718       2.0619       0.0000       1.9287       1.9735       2.0314       2.0698       1.9781     209.6071
    5052      21.6688       1.9816       0.0000       1.9000       1.9502       2.0111       2.0285       1.9662     199.7874
    5053      21.7387       1.9856       0.0000       1.9788       1.9814       2.0467       2.0798       1.9941     196.6069
    5054      21.7115       1.9090       0.0000       1.7519       2.0236       2.0783       2.1261       2.0329     203.0054
    5055      21.6713       1.9158       0.0000       2.0176       1.9873       2.0311       2.0905       1.9811     210.2854
    5056      21.7517       1.9189       0.0000       1.8830       1.9136       1.9713       2.0139       1.9220     208.5300
    5057      21.7610       1.9335       0.0000       1.8883       1.8941       1.9542       1.9960       1.9134     184.9883
    5058      21.7014       1.9450       0.0000       1.8618       1.9041       1.9572       1.9943       1.9203     192.9351
    5059      21.6545       1.8854       0.0000       1.8904       1.8352       1.8898       1.9207       1.8461     187.8999
    5060      21.6336       1.8810       0.0000       1.8381       1.8993       1.9592       1.9896       1.9205     186.2627
    5061      21.6420       1.8907       0.0000       1.7646       1.9849       2.0324       2.0778       1.9879     190.6825
    5062      21.5476       1.8298       0.0000       1.7406       1.8051       1.8601       1.8932       1.8150     191.3425
    5063      21.6129       1.8460       0.0000       1.8635       1.8045       1.8680       1.8975       1.8216     186.1895
    5064      21.5929       1.8656       0.0000       1.7993       1.6949       1.7550       1.8014       1.6995     187.3399
    5065      21.5867       1.8354       0.0000       1.6741       1.8281       1.8980       1.9051       1.8556     190.7429
    5066      21.6466       1.8971       0.0000       1.7368       1.8222       1.8785       1.9235       1.8308     186.3584
    5067      21.6258       1.7763       0.0000       1.8150       1.7583       1.8214       1.8545       1.7826     183.4453
    5068      21.5985       1.7455       0.0000       1.7973       1.7410       1.7953       1.8432       1.7545     180.0279
    5069      21.6603       1.7982       0.0000       1.8173       1.7084       1.7715       1.8088       1.7381     188.9072
    5070      21.5938       1.7820       0.0000       1.8726       1.6994       1.7590       1.8160       1.7220     177.2078
    5071      21.6942       1.7656       0.0000       1.5296       1.7691       1.8302       1.8648       1.7888     173.4887
    5072      21.6923       1.8108       0.0000       1.8473       1.8730       1.9276       1.9893       1.8738     178.0964
    5073      21.7038       1.7677       0.0000       1.7948       1.8379       1.8890       1.9351       1.8405     186.3188
    5074      21.6092       1.7534       0.0000       1.7195       1.6843       1.7375       1.7928       1.6888     171.6449
    5075      21.5967       1.7589       0.0000       1.8238       1.6442       1.6924       1.7682       1.6369     181.3915
    5076      21.5887       1.7729       0.0000       1.8400       1.6385       1.6864       1.7482       1.6361     177.6597
    5077      21.6444       1.7210       0.0000       1.7244       1.5908       1.6453       1.7021       1.5855     174.1997
    5078      21.6071       1.8849       0.0000       1.8073       1.6913       1.7433       1.8016       1.6941     180.6059
    5079      21.5660       1.8380       0.0000       1.7045       1.7106       1.7736       1.8129       1.7308     189.8364
    5080      21.5933       1.7586       0.0000       1.7401       1.7249       1.7929       1.8159       1.7520     181.2666
    5081      21.6768       1.8318       0.0000       1.8987       1.7522       1.8149       1.8680       1.7540     185.2408
    5082      21.6734       1.8741       0.0000       1.7721       1.7299       1.7847       1.8399       1.7361     185.3692
    5083      21.6798       1.8300       0.0000       1.7611       1.6748       1.7402       1.7798       1.6909     169.4946
    5084      21.6420       1.8134       0.0000       1.8325       1.6138       1.6782       1.7274       1.6286     173.9122
    5085      21.5719       1.9327       0.0000       1.8009       1.6298       1.6848       1.7576       1.6308     170.4889
    5086      21.5355       1.9173       0.0000       1.8329       1.7882       1.8519       1.8977       1.7979     177.6138
    5087      21.5950       1.8934       0.0000       1.8550       1.6592       1.7131       1.7730       1.6789     189.7574
    5088      21.5927       1.9694       0.0000       1.8936       1.7878       1.8579       1.8858       1.8113     167.4277
    5089      21.6776       1.9684       0.0000       1.8442       1.8544       1.9214       1.9398       1.8760     170.1199
    5090      21.6600       1.8936       0.0000       1.8063       1.8242       1.8810       1.9156       1.8488     182.9129
    5091      21.7577       1.9053       0.0000       1.7905       1.9139       1.9649       2.0227       1.9234     188.2519
    5092      21.5510       1.9365       0.0000       1.8193       1.7864       1.8390       1.9078       1.7992     181.5720
    5093      21.5637       1.9113       0.0000       1.6985       1.7258       1.7873       1.8488       1.7529     170.1459
    5094      21.5875       1.9384       0.0000       1.9018       1.7184       1.7915       1.8198       1.7568     166.3567
    5095      21.5531       1.9936       0.0000       1.6792       1.7493       1.8147       1.8537       1.7706     172.6837
    5096      21.5840       1.9951       0.0000       1.8224       1.7425       1.8016       1.8511       1.7474     179.9774
    5097      21.4895       1.8941       0.0000       1.6902       1.6008       1.6598       1.7075       1.6100     163.0046
    5098      21.5512       1.8965       0.0000       1.8394       1.6342       1.6853       1.7502       1.6424     169.6806
    5099      21.5962       1.9620       0.0000       1.7443       1.8099       1.8571       1.9111       1.8096     172.1653
    5100      21.7051       1.9583       0.0000       1.7474       1.7760       1.8298       1.8793       1.7780     182.3695
    5101      21.5240       2.0710       0.0000       1.7511       1.8408       1.8944       1.9464       1.8403     166.0077
    5102      21.6475       2.0024       0.0000       1.7980       1.7816       1.8317       1.8880       1.7825     172.7435
    5103      21.7390       2.0952       0.0000       1.9107       2.0019       2.0551       2.0993       2.0033     177.0703
    5104      21.7823       1.9790       0.0000       2.2909       1.8806       1.9396       1.9908       1.8819     155.5088
    5105      21.7402       2.0058       0.0000       1.9373       1.9078       1.9526       2.0217       1.8998     180.6137
    5106      21.8360       2.0730       0.0000       2.0893       2.0872       2.1258       2.1820       2.0793     187.8646
    5107      21.8124       1.9966       0.0000       2.0699       2.0335       2.0736       2.1405       2.0242     180.1367
    5108      21.7755       1.9145       0.0000       2.0280       2.0898       2.1265       2.1884       2.0852     180.3272
    5109      21.8012       1.9455       0.0000       1.8697       2.0218       2.0696       2.1138       2.0185     195.6587
    5110      21.7504       1.8727       0.0000       1.8500       1.9740       2.0072       2.0989       1.9547     184.5934
    5111      21.8121       2.0117       0.0000       1.9000       2.1230       2.1724       2.2205       2.1175     181.2119
    5112      21.6845       1.9425       0.0000       2.0433       2.0506       2.0881       2.1584       2.0375     175.8942
    5113      21.7370       1.9686       0.0000       1.8761       2.0308       2.0795       2.1345       2.0310     180.2719
    5114      21.7084       2.0594       0.0000       2.1055       2.0658       2.1056       2.1549       2.0664     176.9246
    5115      21.6722       1.9423       0.0000       1.9794       1.9729       2.0093       2.0862       1.9581     173.7889
    5116      21.7042       1.9128       0.0000       1.7529       1.7849       1.8322       1.8892       1.7889     170.5207
    5117      21.7155       1.8883       0.0000       1.7808       1.7929       1.8426       1.8902       1.8009     176.2135
    5118      21.7536       1.9183       0.0000       1.8474       1.9522       2.0057       2.0507       1.9574     173.7179
